Long,Lat,Op,FlightsCount,PosDateTime,Id,Icao,Source,Target
113.89072,26.80394,Air China,0.0,2020-01-01 06:58:03.193,7869832.0,781588,ZHHH,ZGGG
10.36069,54.765682,China Southern Airlines,0.0,2020-01-01 16:58:21.187,7866120.0,780708,ZHHH,EGLL
105.47698999999999,21.393872,China Southern Airlines,0.0,2020-01-01 16:58:26.259,7865074.0,7802F2,ZHHH,VTBS
10.339023,54.758056999999994,China Southern Airlines,0.0,2020-01-01 16:58:28.226,7866120.0,780708,ZHHH,EGLL
113.90836999999999,26.875120000000003,Malindo Air,8.0,2020-01-01 16:58:04.795,7668741.0,750405,ZHHH,WMKP
104.31147,30.95792,Air China,12.0,2020-01-01 16:58:03.347,7868342.0,780FB6,ZHHH,ZUUU
113.90836999999999,26.875120000000003,Malindo Air,0.0,2020-01-01 16:58:07.020,7668741.0,750405,ZHHH,WMKP
10.610289,54.852309999999996,China Southern Airlines,0.0,2020-01-01 16:56:59.641,7866120.0,780708,ZHHH,EGLL
10.331669999999999,54.755489000000004,China Southern Airlines,0.0,2020-01-01 16:58:31.826,7866120.0,780708,ZHHH,EGLL
105.47254199999999,21.38974,China Southern Airlines,0.0,2020-01-01 16:58:32.544,7865074.0,7802F2,ZHHH,VTBS
33.087574,42.210846000000004,China Southern Airlines,0.0,2020-01-01 16:58:27.087,7866122.0,78070A,ZHHH,LTFM
10.343869999999999,54.759795999999994,China Southern Airlines,0.0,2020-01-01 16:58:27.087,7866120.0,780708,ZHHH,EGLL
10.304592999999999,54.745991000000004,China Southern Airlines,0.0,2020-01-01 16:58:39.573,7866120.0,780708,ZHHH,EGLL
120.25132099999999,27.579390999999998,Shenzhen Airlines,0.0,2020-01-01 11:30:20.988,7867644.0,780CFC,ZHHH,ZBAA
116.237183,31.437240999999997,China Eastern Airlines,0.0,2020-01-01 11:30:24.697,7868351.0,780FBF,ZHHH,ZSPD
121.00051,31.385696000000003,China Eastern Airlines,9.0,2020-01-01 11:30:05.272,7868854.0,7811B6,ZHHH,ZSPD
120.192604,27.552704,Shenzhen Airlines,5.0,2020-01-01 11:30:14.340,7867644.0,780CFC,ZHHH,ZBAA
114.62437,31.64025,Air China,0.0,2020-01-01 11:30:02.329,7865599.0,7804FF,ZHHH,ZBAA
121.01868999999999,31.380352000000002,China Eastern Airlines,0.0,2020-01-01 11:30:07.348,7868854.0,7811B6,ZHHH,ZSPD
120.25878,27.583008000000003,Shenzhen Airlines,0.0,2020-01-01 11:30:25.386,7867644.0,780CFC,ZHHH,ZBAA
121.329803,25.04805,China Airlines,0.0,2020-01-01 11:30:23.088,9015365.0,899045,ZHHH,RCSS
84.718575,56.222626,China Southern Airlines,0.0,2020-01-01 11:30:28.107,7866120.0,780708,ZHHH,EGLL
100.214683,12.414503999999999,Thai AirAsia,0.0,2020-01-01 19:34:26.975,8915023.0,88084F,ZHHH,VTSP
116.05868500000001,7.638336,AirAsia,0.0,2020-01-01 19:35:46.197,7668869.0,750485,ZHHH,WBKK
113.17942,23.69366,China Southern Airlines,11.0,2020-01-01 22:46:05.259,7870355.0,781793,ZHHH,ZYTX
113.17942,23.69366,,0.0,2020-01-01 22:46:01.763,7870355.0,781793,ZHHH,ZYTX
-153.647602,62.380883,China Southern Airlines,0.0,2020-01-01 01:30:21.375,7867910.0,780E06,ZHHH,ZGGG
120.20845,31.589325,China Eastern Airlines,11.0,2020-01-01 01:30:20.084,7869665.0,7814E1,ZHHH,ZSSS
108.96927,27.41866,China Southern Airlines,7.0,2020-01-01 01:30:04.489,7867820.0,780DAC,ZHHH,ZSPD
108.96927,27.41866,China Southern Airlines,0.0,2020-01-01 01:30:02.871,7867820.0,780DAC,ZHHH,ZSPD
110.162865,25.287222,Air China,0.0,2020-01-01 01:30:22.855,7866533.0,7808A5,ZHHH,ZJHK
